ID	symbol	chr	start	end	type
ENSG00000254828	RP11-72M10.5	chr11	55040001	55080000	unprocessed_pseudogene
ENSG00000254663	OR4A11P	chr11	55080001	55120000	unprocessed_pseudogene
ENSG00000254723	OR4A12P	chr11	55080001	55120000	unprocessed_pseudogene
ENSG00000181961	OR4A16	chr11	55080001	55120000	protein_coding
ENSG00000181958	OR4A15	chr11	55120001	55160000	protein_coding
ENSG00000254891	OR4A9P	chr11	55120001	55160000	unprocessed_pseudogene
ENSG00000255077	OR4X7P	chr11	55160001	55200000	unprocessed_pseudogene
ENSG00000255493	RP11-131J4.12	chr11	55160001	55200000	unprocessed_pseudogene
ENSG00000254886	OR4A10P	chr11	55160001	55200000	unprocessed_pseudogene
ENSG00000255196	OR4A17P	chr11	55200001	55240000	unprocessed_pseudogene
ENSG00000181950	OR4A13P	chr11	55200001	55240000	unprocessed_pseudogene
ENSG00000255294	OR4A50P	chr11	55240001	55280000	unprocessed_pseudogene
ENSG00000254962	OR4A14P	chr11	55240001	55280000	unprocessed_pseudogene
ENSG00000254576	OR4C1P	chr11	55240001	55280000	unprocessed_pseudogene
ENSG00000254576	OR4C1P	chr11	55280001	55320000	unprocessed_pseudogene
ENSG00000181939	OR4C15	chr11	55320001	55360000	protein_coding
ENSG00000181935	OR4C16	chr11	55320001	55360000	protein_coding
ENSG00000172188	OR4C11	chr11	55360001	55400000	protein_coding
ENSG00000181927	OR4P4	chr11	55400001	55440000	protein_coding
ENSG00000174982	OR4S2	chr11	55400001	55440000	protein_coding
ENSG00000181903	OR4C6	chr11	55400001	55440000	protein_coding
ENSG00000254841	OR4V1P	chr11	55440001	55480000	unprocessed_pseudogene
ENSG00000188439	OR4P1P	chr11	55440001	55480000	unprocessed_pseudogene
ENSG00000254804	RP11-674C21.9	chr11	55440001	55480000	lincRNA
ENSG00000254457	OR5D2P	chr11	55480001	55520000	unprocessed_pseudogene
ENSG00000186886	OR5D3P	chr11	55480001	55520000	unprocessed_pseudogene
ENSG00000181837	OR5D17P	chr11	55520001	55560000	unprocessed_pseudogene
ENSG00000198877	OR5D13	chr11	55520001	55560000	protein_coding
ENSG00000255019	OR5D15P	chr11	55520001	55560000	unprocessed_pseudogene
ENSG00000186113	OR5D14	chr11	55560001	55600000	protein_coding
ENSG00000186117	OR5L1	chr11	55560001	55600000	protein_coding
ENSG00000186119	OR5D18	chr11	55560001	55600000	protein_coding
ENSG00000205030	OR5L2	chr11	55560001	55600000	protein_coding
ENSG00000205029	OR5D16	chr11	55600001	55640000	protein_coding
ENSG00000186124	OR9M1P	chr11	55600001	55640000	unprocessed_pseudogene
ENSG00000255204	RP11-738O11.9	chr11	55600001	55640000	unprocessed_pseudogene
ENSG00000255499	RP11-738O11.12	chr11	55600001	55640000	processed_pseudogene
ENSG00000254547	RP11-738O11.13	chr11	55640001	55680000	unprocessed_pseudogene
ENSG00000124900	TRIM51	chr11	55640001	55680000	protein_coding
ENSG00000227806	OR5W1P	chr11	55640001	55680000	unprocessed_pseudogene
ENSG00000187612	OR5W2	chr11	55680001	55720000	protein_coding
ENSG00000167825	OR5I1	chr11	55680001	55720000	protein_coding
ENSG00000255416	OR10AF1P	chr11	55680001	55720000	unprocessed_pseudogene
ENSG00000254807	OR10AK1P	chr11	55720001	55760000	unprocessed_pseudogene
ENSG00000174970	OR10AG1	chr11	55720001	55760000	protein_coding
ENSG00000149133	OR5F1	chr11	55760001	55800000	protein_coding
ENSG00000182365	OR5F2P	chr11	55760001	55800000	unprocessed_pseudogene
ENSG00000181785	OR5AS1	chr11	55760001	55800000	protein_coding
ENSG00000184741	OR5AQ1P	chr11	55800001	55840000	unprocessed_pseudogene
ENSG00000181780	OR5J1P	chr11	55800001	55840000	unprocessed_pseudogene
ENSG00000225538	OR5BE1P	chr11	55840001	55880000	unprocessed_pseudogene
ENSG00000172154	OR8I2	chr11	55840001	55880000	protein_coding
ENSG00000254524	OR8I4P	chr11	55840001	55880000	unprocessed_pseudogene
ENSG00000181767	OR8H2	chr11	55840001	55880000	protein_coding
ENSG00000255140	OR5BN2P	chr11	55880001	55920000	unprocessed_pseudogene
ENSG00000181761	OR8H3	chr11	55880001	55920000	protein_coding
ENSG00000254848	OR5BN1P	chr11	55880001	55920000	unprocessed_pseudogene
ENSG00000167822	OR8J3	chr11	55880001	55920000	protein_coding
ENSG00000254947	OR8K4P	chr11	55880001	55920000	unprocessed_pseudogene
ENSG00000181752	OR8K5	chr11	55920001	55960000	protein_coding
ENSG00000255217	OR5J7P	chr11	55920001	55960000	unprocessed_pseudogene
ENSG00000174957	OR5J2	chr11	55920001	55960000	protein_coding
ENSG00000230213	OR8V1P	chr11	55920001	55960000	unprocessed_pseudogene
ENSG00000262373	RP11-444K7.8	chr11	55960001	56000000	processed_pseudogene
ENSG00000263150	OR8J2	chr11	55960001	56000000	polymorphic_pseudogene
ENSG00000262851	OR5T2	chr11	56000001	56040000	protein_coding
ENSG00000261897	OR5T3	chr11	56000001	56040000	protein_coding
ENSG00000262784	OR5T1	chr11	56040001	56080000	protein_coding
ENSG00000262611	OR8H1	chr11	56040001	56080000	protein_coding
ENSG00000262544	OR8I1P	chr11	56040001	56080000	unprocessed_pseudogene
ENSG00000262755	OR8K3	chr11	56080001	56120000	protein_coding
ENSG00000262162	FAM8A2P	chr11	56080001	56120000	unprocessed_pseudogene
ENSG00000263209	OR8K2P	chr11	56080001	56120000	unprocessed_pseudogene
ENSG00000263328	OR8K1	chr11	56080001	56120000	protein_coding
ENSG00000262285	RPL5P29	chr11	56120001	56160000	processed_pseudogene
ENSG00000262796	OR8J1	chr11	56120001	56160000	protein_coding
ENSG00000172199	OR8U1	chr11	56120001	56160000	protein_coding
ENSG00000262550	OR8L1P	chr11	56120001	56160000	unprocessed_pseudogene
ENSG00000255466	OR5AL2P	chr11	56160001	56200000	unprocessed_pseudogene
ENSG00000174942	OR5R1	chr11	56160001	56200000	protein_coding
ENSG00000230416	OR5M4P	chr11	56200001	56240000	unprocessed_pseudogene
ENSG00000150269	OR5M9	chr11	56200001	56240000	protein_coding
ENSG00000174937	OR5M3	chr11	56200001	56240000	protein_coding
ENSG00000254752	OR5M2P	chr11	56240001	56280000	unprocessed_pseudogene
ENSG00000181371	OR5M8	chr11	56240001	56280000	protein_coding
ENSG00000254411	CTD-3051L14.13	chr11	56240001	56280000	processed_pseudogene
ENSG00000254490	OR5M7P	chr11	56240001	56280000	unprocessed_pseudogene
ENSG00000254660	CTD-3051L14.14	chr11	56240001	56280000	processed_pseudogene
ENSG00000254603	OR5M6P	chr11	56280001	56320000	unprocessed_pseudogene
ENSG00000185701	OR5M5P	chr11	56280001	56320000	unprocessed_pseudogene
ENSG00000255223	OR5M11	chr11	56280001	56320000	protein_coding
ENSG00000254834	OR5M10	chr11	56320001	56360000	protein_coding
ENSG00000166693	OR5M13P	chr11	56360001	56400000	unprocessed_pseudogene
ENSG00000255012	OR5M1	chr11	56360001	56400000	protein_coding
ENSG00000255172	OR5AM1P	chr11	56360001	56400000	unprocessed_pseudogene
ENSG00000254795	OR5AP1P	chr11	56400001	56440000	unprocessed_pseudogene
ENSG00000263546	AP002517.1	chr11	56400001	56440000	miRNA
ENSG00000172464	OR5AP2	chr11	56400001	56440000	protein_coding
ENSG00000172459	OR5AR1	chr11	56400001	56440000	protein_coding
ENSG00000232511	OR2AH1P	chr11	56400001	56440000	unprocessed_pseudogene
ENSG00000238041	RP11-59K5.1	chr11	56440001	56480000	processed_pseudogene
ENSG00000261958	OR9G1	chr11	56440001	56480000	protein_coding
ENSG00000261991	RP11-100N3.2	chr11	56480001	56520000	processed_pseudogene
ENSG00000262647	OR9G4	chr11	56480001	56520000	protein_coding
ENSG00000262438	OR5G1P	chr11	56520001	56560000	unprocessed_pseudogene
ENSG00000262535	OR5G5P	chr11	56560001	56600000	transcribed_unprocessed_pseudogene
ENSG00000263129	OR5G3	chr11	56560001	56600000	polymorphic_pseudogene
ENSG00000263059	AP000479.1	chr11	56600001	56640000	lincRNA
ENSG00000181282	OR5AK3P	chr11	56720001	56760000	unprocessed_pseudogene
ENSG00000181273	OR5AK2	chr11	56720001	56760000	protein_coding
ENSG00000224196	OR5AK4P	chr11	56800001	56840000	unprocessed_pseudogene
ENSG00000183908	LRRC55	chr11	56920001	56960000	protein_coding
ENSG00000134817	APLNR	chr11	57000001	57040000	nonsense_mediated_decay
ENSG00000149115	TNKS1BP1	chr11	57080001	57120000	protein_coding
ENSG00000254662	RP11-872D17.4	chr11	57080001	57120000	antisense
ENSG00000149136	SSRP1	chr11	57080001	57120000	protein_coding
ENSG00000269874	snoU13	chr11	57080001	57120000	snoRNA
ENSG00000109991	P2RX3	chr11	57080001	57120000	protein_coding
ENSG00000266018	AP000781.1	chr11	57120001	57160000	miRNA
ENSG00000156575	PRG3	chr11	57120001	57160000	protein_coding
ENSG00000186652	PRG2	chr11	57120001	57160000	protein_coding
ENSG00000254979	RP11-872D17.8	chr11	57160001	57200000	retained_intron
ENSG00000134802	SLC43A3	chr11	57160001	57200000	protein_coding
ENSG00000271814	7SK	chr11	57200001	57240000	misc_RNA
ENSG00000186907	RTN4RL2	chr11	57200001	57240000	protein_coding
ENSG00000255301	RP11-624G17.3	chr11	57240001	57280000	antisense
ENSG00000149150	SLC43A1	chr11	57280001	57320000	protein_coding
ENSG00000262537	Y_RNA	chr11	57240001	57280000	misc_RNA
ENSG00000134809	TIMM10	chr11	57280001	57320000	protein_coding
ENSG00000214872	SMTNL1	chr11	57280001	57320000	protein_coding
ENSG00000156587	UBE2L6	chr11	57320001	57360000	protein_coding
ENSG00000149131	SERPING1	chr11	57360001	57400000	protein_coding
ENSG00000254602	AP000662.4	chr11	57400001	57440000	sense_overlapping
ENSG00000208009	MIR130A	chr11	57400001	57440000	miRNA
ENSG00000166793	YPEL4	chr11	57400001	57440000	protein_coding
ENSG00000172409	CLP1	chr11	57400001	57440000	protein_coding
ENSG00000156599	ZDHHC5	chr11	57400001	57440000	protein_coding
ENSG00000156603	MED19	chr11	57440001	57480000	protein_coding
ENSG00000213593	TMX2	chr11	57480001	57520000	protein_coding
ENSG00000254462	TMX2-CTNND1	chr11	57480001	57520000	nonsense_mediated_decay
ENSG00000213592	AP000662.9	chr11	57480001	57520000	processed_pseudogene
ENSG00000211450	C11orf31	chr11	57480001	57520000	protein_coding
ENSG00000254732	RP11-691N7.6	chr11	57480001	57520000	nonsense_mediated_decay
ENSG00000233436	BTBD18	chr11	57480001	57520000	protein_coding
ENSG00000198561	CTNND1	chr11	57520001	57560000	protein_coding
ENSG00000255266	RP11-734C14.2	chr11	57600001	57640000	processed_pseudogene
ENSG00000180714	OR5AZ1P	chr11	57680001	57720000	unprocessed_pseudogene
ENSG00000186509	OR9Q1	chr11	57760001	57800000	protein_coding
ENSG00000263128	U6	chr11	57760001	57800000	snRNA
ENSG00000172381	OR6Q1	chr11	57760001	57800000	protein_coding
ENSG00000236541	VN2R9P	chr11	57800001	57840000	unitary_pseudogene
ENSG00000255146	RP11-659P15.1	chr11	57800001	57840000	lincRNA
ENSG00000254853	RP11-659P15.2	chr11	57840001	57880000	processed_pseudogene
ENSG00000172377	OR9I1	chr11	57880001	57920000	protein_coding
ENSG00000186508	OR9I2P	chr11	57880001	57920000	unprocessed_pseudogene
ENSG00000186513	OR9Q2	chr11	57920001	57960000	protein_coding
ENSG00000197887	OR1S2	chr11	57960001	58000000	protein_coding
ENSG00000172774	OR1S1	chr11	57960001	58000000	protein_coding
ENSG00000180475	OR10Q1	chr11	57960001	58000000	protein_coding
ENSG00000172772	OR10W1	chr11	58000001	58040000	protein_coding
ENSG00000255096	OR5B10P	chr11	58080001	58120000	unprocessed_pseudogene
ENSG00000255333	AP000435.3	chr11	58120001	58160000	processed_pseudogene
ENSG00000197786	OR5B17	chr11	58120001	58160000	protein_coding
ENSG00000233499	OR5B1P	chr11	58120001	58160000	unprocessed_pseudogene
ENSG00000172769	OR5B3	chr11	58160001	58200000	protein_coding
ENSG00000172365	OR5B2	chr11	58160001	58200000	protein_coding
ENSG00000172362	OR5B12	chr11	58200001	58240000	protein_coding
ENSG00000255299	RP11-655C2.3	chr11	58240001	58280000	lincRNA
ENSG00000198283	OR5B21	chr11	58240001	58280000	protein_coding
ENSG00000110031	LPXN	chr11	58320001	58360000	protein_coding
ENSG00000186660	ZFP91	chr11	58320001	58360000	protein_coding
ENSG00000255073	ZFP91-CNTF	chr11	58320001	58360000	nonsense_mediated_decay
ENSG00000242689	CNTF	chr11	58360001	58400000	protein_coding
ENSG00000265783	AP000445.3	chr11	58400001	58440000	miRNA
ENSG00000197254	AP000445.1	chr11	58440001	58480000	processed_pseudogene
ENSG00000149124	GLYAT	chr11	58480001	58520000	protein_coding
ENSG00000254926	AP000445.2	chr11	58520001	58560000	unprocessed_pseudogene
ENSG00000255265	TMA16P1	chr11	58560001	58600000	processed_pseudogene
ENSG00000156689	GLYATL2	chr11	58640001	58680000	protein_coding
ENSG00000166840	GLYATL1	chr11	58640001	58680000	protein_coding
ENSG00000224130	AP001652.1	chr11	58640001	58680000	protein_coding
ENSG00000255523	RP11-780O24.2	chr11	58680001	58720000	antisense
ENSG00000255240	RP11-142C4.6	chr11	58800001	58840000	antisense
ENSG00000254877	RP11-142C4.4	chr11	58720001	58760000	processed_pseudogene
ENSG00000254786	RP11-142C4.5	chr11	58760001	58800000	unprocessed_pseudogene
ENSG00000189057	FAM111B	chr11	58840001	58880000	protein_coding
ENSG00000245571	AP001258.4	chr11	58880001	58920000	lincRNA
ENSG00000255381	AP001258.5	chr11	58880001	58920000	processed_pseudogene
ENSG00000166801	FAM111A	chr11	58880001	58920000	protein_coding
ENSG00000110042	DTX4	chr11	58920001	58960000	protein_coding
ENSG00000197629	MPEG1	chr11	58960001	59000000	protein_coding
ENSG00000265326	Metazoa_SRP	chr11	58960001	59000000	misc_RNA
ENSG00000225802	RP11-1036E20.10	chr11	59000001	59040000	unprocessed_pseudogene
ENSG00000254799	SLC25A47P1	chr11	59000001	59040000	processed_pseudogene
ENSG00000214797	RP11-1036E20.9	chr11	59040001	59080000	lincRNA
ENSG00000254704	RP11-1036E20.7	chr11	59040001	59080000	processed_pseudogene
ENSG00000265326	Metazoa_SRP	chr11	59040001	59080000	misc_RNA
ENSG00000235678	OR5AN2P	chr11	59040001	59080000	unprocessed_pseudogene
ENSG00000255386	OR5BR1P	chr11	59080001	59120000	unprocessed_pseudogene
ENSG00000176495	OR5AN1	chr11	59120001	59160000	protein_coding
ENSG00000198261	OR5BB1P	chr11	59120001	59160000	unprocessed_pseudogene
ENSG00000172324	OR5A2	chr11	59160001	59200000	protein_coding
ENSG00000172320	OR5A1	chr11	59200001	59240000	protein_coding
ENSG00000166884	OR4D6	chr11	59200001	59240000	protein_coding
ENSG00000254640	RP11-384C21.9	chr11	59200001	59240000	processed_pseudogene
ENSG00000254466	OR4D10	chr11	59240001	59280000	protein_coding
ENSG00000204989	OR4D8P	chr11	59240001	59280000	unprocessed_pseudogene
ENSG00000263128	U6	chr11	59240001	59280000	snRNA
ENSG00000176200	OR4D11	chr11	59240001	59280000	protein_coding
ENSG00000172742	OR4D9	chr11	59280001	59320000	protein_coding
ENSG00000254770	OR4D7P	chr11	59280001	59320000	unprocessed_pseudogene
ENSG00000252893	RNU7-58P	chr11	59320001	59360000	snRNA
ENSG00000255008	AP000442.4	chr11	59320001	59360000	lincRNA
ENSG00000110048	OSBP	chr11	59360001	59400000	protein_coding
ENSG00000264559	MIR3162	chr11	59360001	59400000	miRNA
ENSG00000255139	AP000442.1	chr11	59360001	59400000	antisense
ENSG00000166889	PATL1	chr11	59400001	59440000	protein_coding
ENSG00000255355	AP000640.2	chr11	59400001	59440000	antisense
ENSG00000271814	7SK	chr11	59440001	59480000	misc_RNA
ENSG00000172289	OR10V1	chr11	59480001	59520000	protein_coding
ENSG00000166900	STX3	chr11	59480001	59520000	protein_coding
ENSG00000254403	OR10Y1P	chr11	59480001	59520000	unprocessed_pseudogene
ENSG00000254743	OR10V3P	chr11	59480001	59520000	unprocessed_pseudogene
ENSG00000255538	OR10V2P	chr11	59480001	59520000	unprocessed_pseudogene
ENSG00000254477	AP000640.10	chr11	59520001	59560000	antisense
ENSG00000234964	FABP5P7	chr11	59520001	59560000	processed_pseudogene
ENSG00000166902	MRPL16	chr11	59560001	59600000	protein_coding
ENSG00000134812	GIF	chr11	59600001	59640000	protein_coding
ENSG00000134827	TCN1	chr11	59600001	59640000	protein_coding
ENSG00000255393	RP11-736I10.1	chr11	59760001	59800000	lincRNA
ENSG00000149516	MS4A3	chr11	59800001	59840000	protein_coding
ENSG00000255331	RP11-736I10.2	chr11	59840001	59880000	processed_pseudogene
ENSG00000149534	MS4A2	chr11	59840001	59880000	protein_coding
ENSG00000254952	AP001257.1	chr11	59920001	59960000	lincRNA
ENSG00000110077	MS4A6A	chr11	59920001	59960000	protein_coding
ENSG00000214787	MS4A4E	chr11	60000001	60040000	protein_coding
ENSG00000110079	MS4A4A	chr11	60040001	60080000	protein_coding
ENSG00000166926	MS4A6E	chr11	60080001	60120000	protein_coding
ENSG00000166927	MS4A7	chr11	60120001	60160000	protein_coding
ENSG00000166928	MS4A14	chr11	60120001	60160000	protein_coding
ENSG00000166930	MS4A5	chr11	60160001	60200000	protein_coding
ENSG00000156738	MS4A1	chr11	60200001	60240000	protein_coding
ENSG00000071203	MS4A12	chr11	60240001	60280000	protein_coding
ENSG00000204979	MS4A13	chr11	60280001	60320000	protein_coding
ENSG00000181995	LINC00301	chr11	60360001	60400000	lincRNA
ENSG00000214782	MS4A18	chr11	60480001	60520000	protein_coding
ENSG00000166961	MS4A15	chr11	60520001	60560000	protein_coding
ENSG00000172689	MS4A10	chr11	60520001	60560000	protein_coding
ENSG00000255845	RP11-804A23.1	chr11	60560001	60600000	antisense
ENSG00000255959	RP11-804A23.2	chr11	60600001	60640000	antisense
ENSG00000256813	RP11-804A23.4	chr11	60600001	60640000	antisense
ENSG00000110104	CCDC86	chr11	60600001	60640000	protein_coding
ENSG00000183134	PTGDR2	chr11	60600001	60640000	protein_coding
ENSG00000149506	ZP1	chr11	60600001	60640000	protein_coding
ENSG00000110107	PRPF19	chr11	60640001	60680000	protein_coding
ENSG00000257052	RP11-881M11.2	chr11	60640001	60680000	antisense
ENSG00000256944	RP11-881M11.1	chr11	60680001	60720000	antisense
ENSG00000110108	TMEM109	chr11	60680001	60720000	protein_coding
ENSG00000256196	RP11-881M11.4	chr11	60680001	60720000	antisense
ENSG00000006118	TMEM132A	chr11	60680001	60720000	protein_coding
ENSG00000110446	SLC15A3	chr11	60720001	60760000	protein_coding
ENSG00000013725	CD6	chr11	60720001	60760000	protein_coding
ENSG00000263128	U6	chr11	60720001	60760000	snRNA
ENSG00000256733	RP11-881M11.8	chr11	60800001	60840000	lincRNA
ENSG00000110448	CD5	chr11	60840001	60880000	protein_coding
ENSG00000167987	VPS37C	chr11	60920001	60960000	protein_coding
ENSG00000229859	PGA3	chr11	60960001	61000000	protein_coding
ENSG00000229183	PGA4	chr11	60960001	61000000	protein_coding
ENSG00000256220	CTD-2331C18.5	chr11	60960001	61000000	processed_transcript
ENSG00000256713	PGA5	chr11	61000001	61040000	protein_coding
ENSG00000167992	VWCE	chr11	61040001	61080000	protein_coding
ENSG00000167986	DDB1	chr11	61080001	61120000	protein_coding
ENSG00000149476	DAK	chr11	61080001	61120000	protein_coding
ENSG00000149483	TMEM138	chr11	61120001	61160000	protein_coding
ENSG00000187049	TMEM216	chr11	61120001	61160000	protein_coding
ENSG00000149532	CPSF7	chr11	61160001	61200000	protein_coding
ENSG00000256591	RP11-286N22.8	chr11	61160001	61200000	nonsense_mediated_decay
ENSG00000167985	SDHAF2	chr11	61160001	61200000	protein_coding
ENSG00000265326	Metazoa_SRP	chr11	61200001	61240000	misc_RNA
ENSG00000162148	PPP1R32	chr11	61240001	61280000	protein_coding
ENSG00000255931	RP11-286N22.10	chr11	61240001	61280000	lincRNA
ENSG00000266006	MIR4488	chr11	61240001	61280000	miRNA
ENSG00000204950	LRRC10B	chr11	61240001	61280000	protein_coding
ENSG00000011347	SYT7	chr11	61320001	61360000	protein_coding
ENSG00000256443	RP11-794G24.1	chr11	61280001	61320000	lincRNA
ENSG00000250230	RP11-855O10.2	chr11	61320001	61360000	lincRNA
ENSG00000243742	RPLP0P2	chr11	61360001	61400000	processed_transcript
ENSG00000255947	RP11-855O10.3	chr11	61400001	61440000	lincRNA
ENSG00000134780	DAGLA	chr11	61440001	61480000	protein_coding
ENSG00000124915	RP11-467L20.10	chr11	61520001	61560000	lincRNA
ENSG00000207601	MIR611	chr11	61560001	61600000	miRNA
ENSG00000168496	FEN1	chr11	61560001	61600000	protein_coding
ENSG00000134824	FADS2	chr11	61560001	61600000	protein_coding
ENSG00000149485	FADS1	chr11	61560001	61600000	protein_coding
ENSG00000222326	MIR1908	chr11	61560001	61600000	miRNA
ENSG00000221968	FADS3	chr11	61640001	61680000	protein_coding
ENSG00000167994	RAB3IL1	chr11	61680001	61720000	protein_coding
ENSG00000263128	U6	chr11	61680001	61720000	snRNA
ENSG00000167995	BEST1	chr11	61680001	61720000	protein_coding
ENSG00000167996	FTH1	chr11	61720001	61760000	protein_coding
ENSG00000244176	RP11-810P12.1	chr11	61760001	61800000	processed_pseudogene
ENSG00000254424	RP11-810P12.6	chr11	61840001	61880000	processed_pseudogene
ENSG00000255553	RP11-810P12.5	chr11	61840001	61880000	lincRNA
ENSG00000149503	INCENP	chr11	61880001	61920000	protein_coding
ENSG00000236607	RP11-691L4.2	chr11	61920001	61960000	processed_pseudogene
ENSG00000168515	SCGB1D1	chr11	61920001	61960000	protein_coding
ENSG00000124939	SCGB2A1	chr11	61960001	62000000	protein_coding
ENSG00000254404	RP11-703H8.9	chr11	62000001	62040000	antisense
ENSG00000124935	SCGB1D2	chr11	62000001	62040000	protein_coding
ENSG00000110484	SCGB2A2	chr11	62000001	62040000	protein_coding
ENSG00000197745	SCGB1D4	chr11	62040001	62080000	protein_coding
ENSG00000255118	RP11-703H8.7	chr11	62080001	62120000	antisense
ENSG00000162174	ASRGL1	chr11	62080001	62120000	protein_coding
ENSG00000254454	RCC2P6	chr11	62120001	62160000	processed_pseudogene
ENSG00000265696	AP003064.2	chr11	62120001	62160000	miRNA
ENSG00000255126	CTD-2531D15.5	chr11	62160001	62200000	antisense
ENSG00000149021	SCGB1A1	chr11	62160001	62200000	protein_coding
ENSG00000255446	CTD-2531D15.4	chr11	62160001	62200000	antisense
ENSG00000124942	AHNAK	chr11	62320001	62360000	protein_coding
ENSG00000238861	AP003064.1	chr11	62200001	62240000	miRNA
ENSG00000250659	RP11-864I4.3	chr11	62280001	62320000	antisense
ENSG00000257058	RP11-864I4.4	chr11	62280001	62320000	antisense
ENSG00000254772	EEF1G	chr11	62320001	62360000	protein_coding
ENSG00000255508	MIR3654	chr11	62320001	62360000	nonsense_mediated_decay
ENSG00000149016	TUT1	chr11	62320001	62360000	protein_coding
ENSG00000149480	MTA2	chr11	62360001	62400000	protein_coding
ENSG00000149499	EML3	chr11	62360001	62400000	protein_coding
ENSG00000254964	RP11-831H9.3	chr11	62360001	62400000	antisense
ENSG00000149489	ROM1	chr11	62360001	62400000	protein_coding
ENSG00000149541	B3GAT3	chr11	62360001	62400000	protein_coding
ENSG00000089597	GANAB	chr11	62400001	62440000	protein_coding
ENSG00000185085	INTS5	chr11	62400001	62440000	protein_coding
ENSG00000255432	RP11-831H9.11	chr11	62400001	62440000	protein_coding
ENSG00000162194	C11orf48	chr11	62400001	62440000	protein_coding
ENSG00000214756	METTL12	chr11	62400001	62440000	retained_intron
ENSG00000223027	SNORA57	chr11	62400001	62440000	snoRNA
ENSG00000204922	C11orf83	chr11	62400001	62440000	protein_coding
ENSG00000162191	UBXN1	chr11	62440001	62480000	protein_coding
ENSG00000177363	LRRN4CL	chr11	62440001	62480000	protein_coding
ENSG00000168000	BSCL2	chr11	62440001	62480000	protein_coding
ENSG00000162188	GNG3	chr11	62440001	62480000	protein_coding
ENSG00000214753	HNRNPUL2	chr11	62480001	62520000	protein_coding
ENSG00000162222	TTC9C	chr11	62480001	62520000	protein_coding
ENSG00000185670	ZBTB3	chr11	62520001	62560000	protein_coding
ENSG00000168002	POLR2G	chr11	62520001	62560000	protein_coding
ENSG00000162227	TAF6L	chr11	62520001	62560000	protein_coding
ENSG00000168569	TMEM223	chr11	62520001	62560000	protein_coding
ENSG00000185475	TMEM179B	chr11	62520001	62560000	protein_coding
ENSG00000162231	NXF1	chr11	62560001	62600000	protein_coding
ENSG00000162236	STX5	chr11	62560001	62600000	protein_coding
ENSG00000263128	U6	chr11	62560001	62600000	snRNA
ENSG00000265326	Metazoa_SRP	chr11	62560001	62600000	misc_RNA
ENSG00000256690	RP11-727F15.9	chr11	62560001	62600000	antisense
ENSG00000133316	WDR74	chr11	62600001	62640000	protein_coding
ENSG00000255717	SNHG1	chr11	62600001	62640000	lincRNA
ENSG00000252365	SNORD22	chr11	62600001	62640000	snoRNA
ENSG00000201847	SNORD31	chr11	62600001	62640000	snoRNA
ENSG00000268911	SNORD30	chr11	62600001	62640000	snoRNA
ENSG00000223004	SNORD29	chr11	62600001	62640000	snoRNA
ENSG00000252365	SNORD22	chr11	62600001	62640000	snoRNA
ENSG00000212295	SNORD28	chr11	62600001	62640000	snoRNA
ENSG00000252128	SNORD27	chr11	62600001	62640000	snoRNA
ENSG00000168003	SLC3A2	chr11	62600001	62640000	protein_coding
ENSG00000168539	CHRM1	chr11	62680001	62720000	protein_coding
ENSG00000257002	AP000438.2	chr11	62640001	62680000	antisense
ENSG00000265326	Metazoa_SRP	chr11	62680001	62720000	misc_RNA
ENSG00000197901	SLC22A6	chr11	62720001	62760000	protein_coding
ENSG00000149452	SLC22A8	chr11	62760001	62800000	protein_coding
ENSG00000256041	RP11-959F10.4	chr11	62800001	62840000	processed_pseudogene
ENSG00000253547	RP11-959F10.5	chr11	62800001	62840000	processed_pseudogene
ENSG00000197658	SLC22A24	chr11	62880001	62920000	protein_coding
ENSG00000184999	SLC22A10	chr11	62880001	62920000	nonsense_mediated_decay
ENSG00000196600	SLC22A25	chr11	62960001	63000000	protein_coding
ENSG00000256863	RP11-959F10.6	chr11	63000001	63040000	unprocessed_pseudogene
ENSG00000256181	AP000438.4	chr11	63000001	63040000	unprocessed_pseudogene
ENSG00000149742	SLC22A9	chr11	63120001	63160000	protein_coding
ENSG00000168004	HRASLS5	chr11	63240001	63280000	protein_coding
ENSG00000133317	LGALS12	chr11	63240001	63280000	protein_coding
ENSG00000133321	RARRES3	chr11	63280001	63320000	protein_coding
ENSG00000133328	HRASLS2	chr11	63320001	63360000	protein_coding
ENSG00000176485	PLA2G16	chr11	63360001	63400000	protein_coding
ENSG00000203520	RP11-697H9.3	chr11	63360001	63400000	antisense
ENSG00000184743	ATL3	chr11	63400001	63440000	protein_coding
ENSG00000256789	RP11-697H9.2	chr11	63400001	63440000	antisense
ENSG00000133318	RTN3	chr11	63440001	63480000	protein_coding
ENSG00000188070	C11orf95	chr11	63520001	63560000	lincRNA
ENSG00000255651	RP11-466C23.4	chr11	63520001	63560000	lincRNA
ENSG00000265326	Metazoa_SRP	chr11	63560001	63600000	misc_RNA
ENSG00000168005	C11orf84	chr11	63560001	63600000	protein_coding
ENSG00000256280	RP11-466C23.5	chr11	63600001	63640000	processed_pseudogene
ENSG00000072518	MARK2	chr11	63600001	63640000	protein_coding
ENSG00000263128	U6	chr11	63640001	63680000	snRNA
ENSG00000167771	RCOR2	chr11	63680001	63720000	protein_coding
ENSG00000110583	NAA40	chr11	63680001	63720000	protein_coding
ENSG00000176340	COX8A	chr11	63720001	63760000	protein_coding
ENSG00000256100	AP000721.4	chr11	63720001	63760000	protein_coding
